ARDR,ARK,REP,BCH,BTC,BCC,BCN,ADA,DASH,DCR,EOS,ETC,ETH,GAS,GNT,MIOTA,KMD,LSK,LTC,MAID,XMR,XEM,NEO,OMG,PIVX,QTUM,XRP,STEEM,XLM,STRAT,PAY,USDT,WAVES,ZEC
2.66,8.7,2.46,-1.39,6.58,10.66,7.79,5.39,3.92,3.65,3.37,-3.87,0.82,2.54,4.88,-1.74,3.19,16.08,1.94,3.99,-1.53,5.07,2.22,8.71,3.48,-0.41,0.41,4.62,2.61,6.02,2.27,0.55,8.35,4.59
2.66,8.7,2.46,-1.39,6.58,10.66,8.25,5.39,3.01,3.65,3.37,-3.87,0.82,2.54,4.88,-1.74,3.19,16.08,2.22,4.3,-1.06,5.97,2.22,8.71,3.67,-0.41,0.53,4.62,3.12,6.02,2.27,-0.32,8.35,4.59
2.04,9.46,3.16,1.62,7.1,10.15,4.67,4.21,2.79,3.21,3.62,-3.65,0.9,1.63,4.02,-1.93,2.8,15.1,2.01,3.59,-1.17,5.03,2.04,8.62,2.99,-0.58,0.5,3.96,2.57,5.76,0.29,1.41,7.39,4.16
1.94,9.18,3.13,1.72,6.05,10.2,4.56,3.82,2.72,3.21,4.11,-3.58,0.8,1.62,3.34,-2.01,2.82,13.85,2.01,3.04,-1.6,5.6,1.58,8.7,2.35,-0.47,0.42,3.93,2.31,5.69,0.54,0.95,8.2,4.17
1.66,8.74,2.9,-0.02,7.05,9.88,4.4,3.77,3.37,2.36,4.01,-3.11,0.96,1.5,3.8,-2.11,2.38,14.71,1.71,3.49,-1.25,5.21,1.5,8.55,3.31,-0.57,0.28,3.6,2.14,5.74,1.21,1.49,7.93,4.12
1.86,8.59,3.79,0.97,6.33,10.31,5.09,4.21,2.78,2.88,4.46,-3.16,1.03,3.64,4.0,-2.24,2.49,15.25,2.09,3.64,-0.85,5.38,2.13,8.86,2.71,-0.27,0.23,4.3,2.74,6.11,1.46,0.83,8.59,4.08
1.86,8.59,3.79,0.97,6.33,10.31,5.09,4.21,2.78,2.88,4.46,-3.16,1.03,3.64,4.0,-2.24,2.49,15.25,2.12,3.73,-1.21,5.38,2.13,8.86,2.71,-0.27,0.63,4.3,2.2,6.11,1.46,0.83,8.59,4.08
2.17,9.46,4.33,-5.91,8.9,11.26,6.94,4.75,2.28,4.05,5.96,-2.46,1.4,3.45,5.18,-1.91,3.47,16.2,2.42,4.71,-0.41,6.41,3.05,9.88,5.05,-0.03,0.74,5.29,3.02,7.41,2.5,1.55,9.47,4.28
3.09,10.02,4.5,-10.15,10.71,12.26,9.38,5.68,0.89,5.51,6.13,-2.02,1.67,4.68,4.99,-0.78,5.04,16.18,2.55,5.28,0.28,6.7,3.67,10.3,6.1,0.41,0.81,5.71,4.56,8.51,1.76,1.39,10.77,5.11
5.38,11.09,5.58,-9.03,8.79,13.78,10.89,7.19,1.25,6.51,6.55,-1.78,1.65,6.34,6.15,-0.41,6.34,16.93,3.21,6.92,0.68,8.3,4.68,10.31,6.38,0.57,1.17,7.11,6.54,9.97,3.29,-0.11,13.18,5.73
5.12,11.45,6.09,-10.95,9.62,13.82,10.13,7.61,1.63,6.52,6.57,-0.93,1.92,5.84,4.6,-0.04,6.24,16.79,3.53,7.07,1.02,7.96,4.95,9.95,6.21,0.56,1.15,7.19,7.08,10.02,3.1,0.34,13.09,5.9
6.06,12.08,6.51,-8.56,8.25,14.52,10.5,8.23,1.82,6.48,6.94,0.11,1.91,5.98,5.0,0.6,7.19,17.51,3.63,7.17,1.32,8.52,5.3,10.09,8.12,0.73,1.51,7.43,8.03,10.58,3.29,-0.6,13.45,6.46
3.69,10.98,6.0,-9.26,9.57,13.6,9.66,7.45,0.07,5.02,6.67,0.77,1.63,4.96,4.42,-0.41,5.88,17.3,3.56,6.53,1.23,7.58,4.59,9.63,7.37,0.53,1.47,6.73,7.51,9.69,2.64,0.38,14.07,6.31
5.19,12.29,6.25,-11.22,10.38,15.07,11.21,9.43,-0.75,5.53,7.98,2.66,1.85,6.57,5.17,-0.18,7.06,18.22,4.05,7.4,1.7,8.15,5.48,10.39,7.21,1.06,1.78,7.84,8.14,10.78,3.76,0.21,15.63,7.06
6.14,11.72,6.09,-10.15,10.03,15.16,12.0,9.58,-0.67,6.03,8.29,2.57,1.88,6.73,5.19,0.62,7.43,18.6,3.86,7.82,1.35,8.34,5.44,10.55,7.21,1.11,1.71,8.18,8.72,10.86,3.6,-0.1,16.31,7.58
5.62,11.33,5.57,-10.64,10.74,15.16,12.66,9.51,-0.6,6.22,8.17,1.53,1.88,6.69,5.61,0.8,7.41,18.5,3.88,7.61,-0.67,8.08,5.24,10.6,7.14,0.94,1.55,7.91,8.99,10.72,3.5,0.42,16.95,7.7
5.88,11.8,5.54,-10.91,11.0,15.3,13.37,9.44,-1.73,6.28,8.37,1.86,1.89,6.11,5.25,1.5,7.37,18.43,3.92,7.1,-0.45,7.83,5.3,10.58,7.13,1.25,1.75,7.12,9.21,10.82,3.48,0.22,17.14,7.58
6.17,11.61,6.38,-8.39,10.28,15.61,12.63,9.63,-2.31,6.64,8.59,2.06,1.88,6.29,5.48,1.69,7.83,18.46,3.96,7.9,-0.22,8.17,5.56,10.74,7.3,1.25,1.84,7.48,9.52,11.49,3.74,-0.38,17.27,7.75
5.55,11.49,5.77,-8.66,10.57,15.33,12.15,8.76,-2.36,7.54,8.58,1.84,1.99,6.7,4.81,1.66,7.3,18.29,4.0,7.76,-0.17,8.04,5.1,10.85,6.94,1.05,1.63,6.84,9.14,11.49,3.59,0.25,17.3,7.52
7.05,11.63,5.91,-8.7,10.15,15.1,11.39,8.76,-2.38,7.37,8.14,2.23,2.09,6.03,4.78,1.97,7.15,17.8,3.93,7.34,-0.2,7.68,5.0,10.8,6.72,1.15,1.62,6.85,9.43,11.11,4.2,0.14,16.56,7.06
6.09,10.54,5.9,-10.48,10.86,14.96,11.22,8.64,-2.4,7.19,7.95,2.99,2.03,5.9,4.37,2.57,7.11,17.37,3.98,7.3,0.78,7.27,4.94,11.08,6.44,1.1,1.71,6.75,9.19,10.6,4.03,0.6,16.65,6.61
6.16,10.68,5.79,-12.01,11.53,15.05,11.62,8.97,-2.35,7.32,8.22,3.46,2.14,6.05,4.52,2.16,7.85,17.62,4.23,7.82,0.88,7.11,5.15,11.41,6.59,1.4,1.79,6.71,9.29,10.74,4.18,0.63,17.19,6.76
6.88,12.39,6.31,-10.02,10.25,16.18,12.43,9.97,-3.02,7.91,8.76,3.99,2.3,6.67,5.48,1.88,9.48,18.02,4.6,8.09,1.26,7.99,6.46,12.08,8.54,1.62,2.32,7.28,9.92,12.02,5.12,-0.38,18.19,6.94
6.96,11.83,5.94,-11.09,11.49,15.5,14.08,10.39,-4.43,7.29,8.55,4.12,2.39,6.03,4.83,2.45,8.01,17.23,4.43,6.65,0.4,7.04,6.05,11.87,7.85,1.8,2.2,6.71,8.58,11.4,7.52,0.9,17.26,5.77
7.2,11.36,5.47,-9.99,10.49,15.7,14.21,9.67,-4.76,7.5,8.82,4.58,2.38,6.19,4.84,2.59,8.99,17.45,4.41,6.17,-0.02,6.82,6.19,12.38,8.04,1.73,1.94,6.95,8.54,11.7,5.7,-0.03,17.64,5.58
7.22,11.03,5.76,-10.78,11.15,15.79,13.23,9.34,-5.41,8.04,9.18,4.74,2.75,6.14,4.92,2.35,8.98,18.42,4.34,6.11,0.18,7.19,6.04,12.67,8.0,1.77,1.97,7.59,8.94,11.9,6.79,0.59,17.15,4.68
7.53,12.16,6.06,-10.93,10.87,15.83,13.25,10.46,-5.35,7.68,9.31,4.85,2.71,6.21,5.22,2.4,7.58,19.23,4.5,6.35,-0.56,7.16,6.18,13.07,7.91,2.05,2.43,7.11,9.01,12.19,6.27,0.48,17.84,4.13
7.63,11.26,5.65,-10.47,10.17,15.61,13.02,9.94,-6.7,7.33,9.24,4.56,2.61,5.95,4.98,2.12,8.85,18.73,4.53,5.96,-0.52,6.36,6.0,12.89,7.56,2.26,2.27,6.97,8.68,12.11,6.53,-0.18,17.16,3.81
7.23,11.87,5.99,-10.97,11.17,15.48,12.43,9.72,-7.62,7.26,9.12,4.52,2.63,5.93,5.44,2.46,7.94,18.52,4.62,5.26,-0.14,5.79,5.99,13.29,6.6,2.26,2.51,7.27,8.96,12.15,6.53,0.49,17.25,3.28
7.68,11.54,6.19,-9.73,10.28,15.79,13.68,10.08,-7.92,7.65,9.11,4.37,2.58,6.23,5.61,2.99,8.18,18.85,4.61,5.84,0.05,6.39,6.39,13.72,7.72,2.11,2.47,7.48,9.14,12.58,7.03,-0.07,17.7,3.3
7.41,12.69,5.6,-9.48,10.66,15.4,13.07,9.64,-8.79,7.3,8.97,4.19,2.54,6.31,5.18,3.21,7.97,18.01,4.55,3.91,0.02,5.63,6.2,13.49,6.5,1.94,2.38,7.17,8.55,12.15,6.78,0.3,17.47,2.39
7.33,12.86,5.55,-10.88,11.15,15.31,11.99,8.98,-9.57,7.23,8.61,4.27,2.6,6.32,5.3,2.03,8.59,17.11,4.61,4.75,0.01,5.5,6.01,13.49,7.2,1.87,2.74,6.43,8.71,12.32,6.66,0.86,17.08,1.9
8.11,13.25,6.03,-9.65,10.11,15.43,12.12,9.42,-10.54,7.1,8.55,4.0,2.58,5.86,5.43,1.28,8.91,16.93,4.12,4.67,-0.01,5.58,6.3,13.6,7.48,1.93,2.76,7.34,9.01,12.57,7.37,-0.1,18.42,1.98
7.46,13.12,6.14,-9.61,10.51,15.21,8.94,8.62,-10.67,6.95,8.43,3.38,2.69,5.82,5.16,0.54,7.89,16.66,4.25,3.77,0.4,5.28,6.19,13.69,7.31,2.04,2.75,7.62,8.91,12.68,7.36,0.17,18.07,1.52
7.53,13.67,5.69,-9.61,11.18,15.21,9.58,8.62,-11.4,6.25,8.58,3.62,2.64,6.06,5.6,1.07,8.96,16.3,4.23,3.64,0.63,5.31,6.06,13.67,7.29,2.0,2.71,7.97,8.89,12.53,6.66,0.0,18.16,1.49
7.97,14.46,6.46,-10.18,11.72,16.38,10.12,10.72,-11.89,7.2,9.17,4.11,2.84,7.23,6.37,1.34,9.26,17.06,4.58,4.55,0.72,6.32,6.85,14.15,8.38,2.28,2.93,9.46,9.96,13.48,7.35,0.27,19.33,1.64
8.28,14.65,6.21,-10.18,11.08,16.87,11.42,10.72,-11.7,7.76,9.49,4.24,2.95,7.87,6.65,1.66,10.49,16.2,4.56,5.18,1.07,6.53,7.06,14.28,8.81,2.47,3.2,10.33,10.33,13.52,7.79,-0.08,19.79,1.21
8.02,14.97,6.17,-6.65,10.27,16.58,11.84,10.59,-11.88,9.89,9.48,4.17,2.51,7.36,6.54,1.19,10.29,15.32,4.6,4.62,1.31,6.51,6.64,14.35,8.58,2.33,3.18,10.1,10.13,12.88,8.22,-0.63,19.32,0.81
8.43,14.14,5.89,-4.47,10.65,16.39,11.71,7.31,-11.83,8.58,9.0,3.94,2.5,7.62,6.7,0.88,8.97,14.02,4.34,3.55,0.82,6.81,6.47,14.24,8.23,2.35,2.89,11.31,9.12,12.94,8.01,0.27,19.1,0.51
7.38,14.82,5.59,-4.56,11.63,16.17,11.93,7.14,-11.23,8.31,8.34,3.49,2.49,7.27,6.38,0.49,8.92,13.58,4.36,2.85,0.61,6.79,6.77,13.98,8.03,2.2,3.01,12.79,9.08,13.44,8.4,0.57,18.65,-0.05
7.57,15.01,5.73,-5.43,11.27,16.38,12.21,7.84,-11.15,8.32,8.86,3.87,2.27,6.49,6.23,0.67,10.08,13.4,4.38,3.54,0.51,6.86,6.61,14.33,8.2,2.42,3.14,12.96,9.17,13.21,8.09,0.74,18.24,-0.37
7.26,14.32,5.45,-6.15,11.46,15.99,11.92,8.27,-11.78,7.84,8.65,3.89,2.04,6.11,5.82,0.53,9.03,12.91,4.28,3.4,0.27,6.58,6.32,14.33,7.09,2.73,2.86,11.72,9.01,12.4,6.51,0.5,17.87,-0.89
7.97,14.57,5.72,-6.41,11.48,16.19,10.75,8.17,-11.77,8.16,8.56,3.67,1.99,6.06,5.97,-0.48,9.19,13.41,4.62,3.24,0.36,6.19,6.24,14.06,7.33,2.61,2.93,11.53,8.76,12.96,7.01,0.12,17.92,-1.28
7.81,14.96,6.15,-6.01,11.66,16.6,12.95,8.22,-11.48,8.12,9.16,3.86,1.9,6.77,6.07,-0.64,9.97,13.06,4.58,3.71,0.19,6.42,6.59,14.38,7.72,2.62,2.95,11.96,8.89,13.4,6.85,-0.01,18.15,-1.92
8.38,14.96,5.86,-6.01,11.41,17.17,12.73,8.22,-11.14,8.86,9.16,4.18,1.9,6.77,6.44,-0.64,10.36,12.62,4.58,4.33,0.2,6.77,6.5,14.38,8.68,2.62,2.9,13.23,9.29,13.89,6.85,0.19,18.15,-1.89
8.38,15.93,5.69,-4.96,11.41,17.17,11.22,9.66,-10.92,8.66,9.73,4.18,2.09,7.7,6.44,-0.52,10.36,11.86,4.37,4.17,-0.26,6.64,6.5,14.66,8.68,2.39,2.96,13.71,8.71,13.89,7.9,0.61,18.92,-1.89
7.83,14.86,5.27,-4.32,11.05,16.58,11.41,9.15,-10.92,8.59,12.3,4.32,1.7,7.09,6.6,-0.54,9.9,11.79,4.25,3.97,-0.65,5.99,6.18,14.15,7.53,2.21,2.94,13.32,8.75,13.2,7.69,-0.47,18.37,-2.6
7.83,14.86,5.27,-4.32,11.05,16.58,11.41,9.15,-10.92,8.59,12.3,4.32,1.7,7.09,6.6,-0.54,9.9,11.79,4.25,3.97,-0.65,5.99,6.18,14.15,7.53,2.21,2.94,13.32,8.75,13.2,7.69,-0.47,18.37,-2.6
8.85,15.2,5.13,-3.83,11.68,16.41,10.62,9.51,-10.76,8.66,14.49,5.74,1.49,6.57,6.82,0.27,11.27,10.91,4.03,2.97,-1.06,6.48,6.21,13.76,7.29,2.17,3.06,11.28,9.19,12.9,8.0,-0.05,18.64,-3.06
9.01,15.61,5.02,-5.04,12.2,16.73,10.27,9.77,-10.87,8.36,17.21,6.86,1.45,6.92,6.06,-0.02,10.23,11.13,3.9,3.15,-1.37,6.24,6.17,13.83,7.43,2.02,2.85,11.31,9.41,12.98,8.22,0.32,18.69,-3.03
9.16,16.4,5.02,-5.44,12.13,16.74,10.6,9.71,-11.08,11.64,19.72,6.43,1.45,6.77,6.94,0.16,11.17,10.7,3.68,3.25,-1.85,5.97,5.94,13.61,7.49,1.79,3.02,10.35,9.82,12.54,7.64,-0.08,18.67,-3.16
9.78,15.42,5.19,-3.99,11.87,17.16,11.05,10.33,-10.93,9.89,23.03,5.76,1.51,7.39,7.05,-0.5,11.71,10.68,3.48,3.51,-1.78,6.05,6.23,13.68,7.91,1.42,2.97,11.37,10.17,12.54,7.35,-0.25,19.07,-3.48
9.78,15.42,5.19,-3.99,11.87,17.16,11.05,10.33,-10.93,9.89,23.03,5.76,1.51,7.39,7.05,-0.5,11.71,10.68,3.48,3.51,-1.78,6.05,6.23,13.68,7.91,1.42,2.97,11.37,10.17,12.54,7.35,-0.25,19.07,-3.48
9.57,16.41,4.44,-6.34,12.87,17.0,10.61,10.34,-11.95,9.58,23.22,6.13,1.18,7.38,6.73,-0.98,11.56,11.37,3.13,3.37,-1.88,5.8,6.12,13.02,7.14,0.92,3.14,11.8,9.86,12.05,7.95,0.44,19.39,-3.53
9.79,15.66,5.09,-4.84,11.55,17.65,11.16,10.45,-12.01,9.63,36.05,5.26,0.94,8.32,7.77,-1.04,11.41,10.22,3.08,3.77,-2.28,6.23,6.3,13.01,7.96,0.78,3.28,11.26,10.45,13.08,7.37,-0.48,19.4,-3.43
9.25,15.23,4.83,-5.2,12.24,17.19,10.14,9.93,-11.84,9.41,33.32,4.51,0.99,7.65,7.04,-1.37,11.26,9.6,2.84,3.42,-2.39,5.81,6.16,12.22,7.55,0.6,3.0,11.5,9.68,12.2,7.07,0.59,19.02,-3.61
9.05,15.42,4.61,-5.2,11.99,16.95,10.14,9.93,-11.98,8.8,33.32,4.48,0.69,7.65,6.79,-1.19,10.52,9.43,2.71,3.33,-2.69,5.57,6.14,12.22,7.45,0.42,2.84,9.96,9.13,11.69,7.17,0.27,18.84,-3.7
9.05,15.42,4.61,-5.98,11.99,16.95,10.14,9.33,-11.98,8.8,26.97,4.48,0.69,7.17,6.79,-1.19,10.52,9.43,2.71,3.33,-2.69,5.57,6.14,12.3,7.45,0.42,2.84,9.96,9.13,11.69,7.17,0.27,18.84,-3.7
